"No.","Time","Source","Destination","Protocol","Length","Info","Intervalo"
"6533","86.371062","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.752759000"
"6535","86.413107","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=3 Ack=581 Win=254 Len=0","0.042045000"
"14413","91.084426","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.671319000"
"14415","91.132087","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=3 Ack=615 Win=254 Len=0","0.047661000"
"24658","96.182905","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.050818000"
"24659","96.229484","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=3 Ack=649 Win=254 Len=0","0.046579000"
"24805","100.943957","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.714473000"
"24806","100.998419","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=3 Ack=683 Win=254 Len=0","0.054462000"
"25143","106.288813","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.290394000"
"25144","106.334517","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=3 Ack=717 Win=254 Len=0","0.045704000"
"25508","111.559670","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.225153000"
"25509","111.559958","192.168.3.103","5.196.78.28","MQTT","56","Ping Request","0.000288000"
"25523","111.775234","5.196.78.28","192.168.3.103","TCP","60","1883  >  51332 [ACK] Seq=751 Ack=5 Win=502 Len=0","0.215276000"
"25541","113.102283","5.196.78.28","192.168.3.103","MQTT","60","Ping Response","1.327049000"
"25542","113.151112","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=753 Win=253 Len=0","0.048829000"
"25572","117.150505","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","3.999393000"
"25573","117.197217","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=787 Win=253 Len=0","0.046712000"
"25615","122.353872","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.156655000"
"25616","122.402336","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=821 Win=253 Len=0","0.048464000"
"25692","127.982535","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.580199000"
"25695","128.023269","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=855 Win=253 Len=0","0.040734000"
"25780","133.772936","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.749667000"
"25782","133.825003","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=889 Win=253 Len=0","0.052067000"
"25821","139.146141","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.321138000"
"25823","139.200635","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=923 Win=253 Len=0","0.054494000"
"25916","144.365687","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.165052000"
"25917","144.419935","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=957 Win=253 Len=0","0.054248000"
"25988","149.410954","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.991019000"
"25989","149.452964","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=991 Win=253 Len=0","0.042010000"
"26064","153.972117","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.519153000"
"26065","154.021950","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=1025 Win=252 Len=0","0.049833000"
"26111","159.635833","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.613883000"
"26113","159.677406","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=1059 Win=252 Len=0","0.041573000"
"26148","164.990537","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.313131000"
"26151","165.041048","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=1093 Win=252 Len=0","0.050511000"
"26220","170.905180","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.864132000"
"26223","170.951310","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=5 Ack=1127 Win=252 Len=0","0.046130000"
"26231","171.912872","192.168.3.103","5.196.78.28","MQTT","56","Ping Request","0.961562000"
"26232","172.130475","5.196.78.28","192.168.3.103","TCP","60","1883  >  51332 [ACK] Seq=1127 Ack=7 Win=502 Len=0","0.217603000"
"26241","173.909361","5.196.78.28","192.168.3.103","MQTT","60","Ping Response","1.778886000"
"26244","173.948704","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1129 Win=252 Len=0","0.039343000"
"26257","175.520283","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","1.571579000"
"26260","175.562213","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1163 Win=252 Len=0","0.041930000"
"26310","181.538051","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.975838000"
"26312","181.582038","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1197 Win=252 Len=0","0.043987000"
"26350","186.196835","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.614797000"
"26351","186.239483","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1231 Win=252 Len=0","0.042648000"
"26395","192.332112","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","6.092629000"
"26396","192.373999","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1265 Win=251 Len=0","0.041887000"
"26434","197.516235","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.142236000"
"26435","197.558581","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1299 Win=251 Len=0","0.042346000"
"32305","203.054442","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.495861000"
"32307","203.094275","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1333 Win=251 Len=0","0.039833000"
"33937","208.246403","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.152128000"
"34007","208.285606","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1367 Win=251 Len=0","0.039203000"
"51709","212.799704","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.514098000"
"52027","212.840727","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1401 Win=251 Len=0","0.041023000"
"73853","218.384854","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.544127000"
"73963","218.424967","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1435 Win=251 Len=0","0.040113000"
"77528","223.288733","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.863766000"
"77532","223.329410","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1469 Win=251 Len=0","0.040677000"
"83526","228.214655","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.885245000"
"83830","228.255333","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=7 Ack=1503 Win=251 Len=0","0.040678000"
"89425","232.215427","192.168.3.103","5.196.78.28","MQTT","56","Ping Request","3.960094000"
"89451","232.429657","5.196.78.28","192.168.3.103","TCP","60","1883  >  51332 [ACK] Seq=1503 Ack=9 Win=502 Len=0","0.214230000"
"91547","233.280170","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","0.850513000"
"91548","233.320766","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1537 Win=250 Len=0","0.040596000"
"91782","234.116637","5.196.78.28","192.168.3.103","MQTT","60","Ping Response","0.795871000"
"91785","234.157000","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1539 Win=250 Len=0","0.040363000"
"91903","239.273573","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.116573000"
"91904","239.314340","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1573 Win=250 Len=0","0.040767000"
"92358","244.281968","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.967628000"
"92360","244.322914","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1607 Win=250 Len=0","0.040946000"
"92633","250.227707","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.904793000"
"92638","250.268002","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1641 Win=250 Len=0","0.040295000"
"94651","254.511045","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.243043000"
"94652","254.552151","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1675 Win=255 Len=0","0.041106000"
"95780","259.636673","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.084522000"
"95785","259.682621","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1709 Win=255 Len=0","0.045948000"
"96148","264.367615","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.684994000"
"96149","264.411745","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1743 Win=255 Len=0","0.044130000"
"96271","269.856789","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.445044000"
"96272","269.907860","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1777 Win=255 Len=0","0.051071000"
"96310","275.288388","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.380528000"
"96314","275.342548","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1811 Win=255 Len=0","0.054160000"
"96354","280.849477","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.506929000"
"96355","280.894453","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1845 Win=255 Len=0","0.044976000"
"96399","286.774115","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.879662000"
"96400","286.820378","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1879 Win=255 Len=0","0.046263000"
"96438","291.439105","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.618727000"
"96440","291.493545","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=9 Ack=1913 Win=255 Len=0","0.054440000"
"96445","292.439522","192.168.3.103","5.196.78.28","MQTT","56","Ping Request","0.945977000"
"96448","292.656861","5.196.78.28","192.168.3.103","TCP","60","1883  >  51332 [ACK] Seq=1913 Ack=11 Win=502 Len=0","0.217339000"
"96459","293.875227","5.196.78.28","192.168.3.103","MQTT","60","Ping Response","1.218366000"
"96460","293.920253","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=1915 Win=255 Len=0","0.045026000"
"96479","297.608834","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","3.688581000"
"96480","297.663392","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=1949 Win=254 Len=0","0.054558000"
"96530","302.029206","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.365814000"
"96531","302.080640","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=1983 Win=254 Len=0","0.051434000"
"96571","307.089712","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.009072000"
"96573","307.138226","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2017 Win=254 Len=0","0.048514000"
"96607","312.057004","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.918778000"
"96608","312.099947","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2051 Win=254 Len=0","0.042943000"
"96642","317.317539","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.217592000"
"96643","317.371377","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2085 Win=254 Len=0","0.053838000"
"96691","322.661530","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.290153000"
"96692","322.703112","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2119 Win=254 Len=0","0.041582000"
"96732","327.997240","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.294128000"
"96733","328.045710","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2153 Win=254 Len=0","0.048470000"
"96764","333.156520","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.110810000"
"96765","333.200349","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2187 Win=253 Len=0","0.043829000"
"96802","338.331560","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.131211000"
"96803","338.382590","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2221 Win=253 Len=0","0.051030000"
"96837","344.259731","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.877141000"
"96838","344.308414","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2255 Win=253 Len=0","0.048683000"
"96894","348.965831","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.657417000"
"96896","349.014547","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=11 Ack=2289 Win=253 Len=0","0.048716000"
"96931","353.003755","192.168.3.103","5.196.78.28","MQTT","56","Ping Request","3.989208000"
"96937","353.220132","5.196.78.28","192.168.3.103","TCP","60","1883  >  51332 [ACK] Seq=2289 Ack=13 Win=502 Len=0","0.216377000"
"96947","354.507213","5.196.78.28","192.168.3.103","MQTT","60","Ping Response","1.287081000"
"96951","354.559077","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2291 Win=253 Len=0","0.051864000"
"96952","354.577971","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","0.018894000"
"96953","354.621016","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2325 Win=253 Len=0","0.043045000"
"96990","359.768152","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.147136000"
"96991","359.813365","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2359 Win=253 Len=0","0.045213000"
"97032","364.857948","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.044583000"
"97033","364.908102","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2393 Win=253 Len=0","0.050154000"
"97075","370.891635","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.983533000"
"97079","370.938070","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2427 Win=253 Len=0","0.046435000"
"97111","375.717735","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.779665000"
"97112","375.765828","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2461 Win=252 Len=0","0.048093000"
"97239","381.737309","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.971481000"
"97240","381.785045","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2495 Win=252 Len=0","0.047736000"
"97277","386.331241","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.546196000"
"97278","386.381951","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2529 Win=252 Len=0","0.050710000"
"97343","391.954757","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.572806000"
"97344","391.999710","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2563 Win=252 Len=0","0.044953000"
"97374","396.845960","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.846250000"
"97375","396.900036","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2597 Win=252 Len=0","0.054076000"
"97402","401.904627","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.004591000"
"97403","401.947106","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2631 Win=252 Len=0","0.042479000"
"97447","407.435856","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.488750000"
"97448","407.480377","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=13 Ack=2665 Win=252 Len=0","0.044521000"
"97479","413.071559","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.591182000"
"97480","413.071892","192.168.3.103","5.196.78.28","MQTT","56","Ping Request","0.000333000"
"97483","413.287464","5.196.78.28","192.168.3.103","TCP","60","1883  >  51332 [ACK] Seq=2699 Ack=15 Win=502 Len=0","0.215572000"
"97493","414.454337","5.196.78.28","192.168.3.103","MQTT","60","Ping Response","1.166873000"
"97495","414.501695","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2701 Win=251 Len=0","0.047358000"
"97767","418.877296","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.375601000"
"97769","418.919198","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2735 Win=251 Len=0","0.041902000"
"97829","424.288783","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.369585000"
"97830","424.330673","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2769 Win=251 Len=0","0.041890000"
"97898","429.518936","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.188263000"
"97903","429.564415","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2803 Win=251 Len=0","0.045479000"
"97933","434.051640","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.487225000"
"97936","434.093113","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2837 Win=251 Len=0","0.041473000"
"97977","440.187111","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","6.093998000"
"97978","440.237332","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2871 Win=251 Len=0","0.050221000"
"98035","444.937916","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.700584000"
"98036","444.979763","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2905 Win=251 Len=0","0.041847000"
"98085","449.756721","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.776958000"
"98093","449.804492","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2939 Win=251 Len=0","0.047771000"
"98159","454.800396","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.995904000"
"98160","454.845556","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=2973 Win=250 Len=0","0.045160000"
"98192","459.943813","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.098257000"
"98193","459.992949","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=3007 Win=250 Len=0","0.049136000"
"98223","465.337585","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.344636000"
"98225","465.386981","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=3041 Win=250 Len=0","0.049396000"
"98275","470.754792","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.367811000"
"98276","470.798866","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=15 Ack=3075 Win=250 Len=0","0.044074000"
"98291","473.784366","192.168.3.103","5.196.78.28","MQTT","56","Ping Request","2.985500000"
"98293","473.998556","5.196.78.28","192.168.3.103","TCP","60","1883  >  51332 [ACK] Seq=3075 Ack=17 Win=502 Len=0","0.214190000"
"98298","474.942780","5.196.78.28","192.168.3.103","MQTT","60","Ping Response","0.944224000"
"98299","474.993289","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3077 Win=250 Len=0","0.050509000"
"98311","475.845759","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","0.852470000"
"98312","475.894102","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3111 Win=255 Len=0","0.048343000"
"98349","481.128963","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.234861000"
"98350","481.181163","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3145 Win=255 Len=0","0.052200000"
"98415","487.580249","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","6.399086000"
"98416","487.621623","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3179 Win=255 Len=0","0.041374000"
"98446","492.463107","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.841484000"
"98448","492.507010","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3213 Win=255 Len=0","0.043903000"
"98481","497.318328","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.811318000"
"98482","497.370400","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3247 Win=255 Len=0","0.052072000"
"98507","502.161519","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.791119000"
"98508","502.205300","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3281 Win=255 Len=0","0.043781000"
"98534","507.613254","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.407954000"
"98535","507.667726","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3315 Win=255 Len=0","0.054472000"
"98565","513.279755","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.612029000"
"98567","513.325227","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3349 Win=255 Len=0","0.045472000"
"98688","518.866862","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.541635000"
"98690","518.922579","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3383 Win=254 Len=0","0.055717000"
"98744","524.816814","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.894235000"
"98745","524.868489","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3417 Win=254 Len=0","0.051675000"
"98806","529.634609","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.766120000"
"98808","529.677627","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=17 Ack=3451 Win=254 Len=0","0.043018000"
"98837","534.500472","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.822845000"
"98838","534.500788","192.168.3.103","5.196.78.28","MQTT","56","Ping Request","0.000316000"
"98841","534.717904","5.196.78.28","192.168.3.103","TCP","60","1883  >  51332 [ACK] Seq=3485 Ack=19 Win=502 Len=0","0.217116000"
"98858","537.073019","5.196.78.28","192.168.3.103","MQTT","60","Ping Response","2.355115000"
"98859","537.123933","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=19 Ack=3487 Win=254 Len=0","0.050914000"
"98878","540.467726","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","3.343793000"
"98880","540.509833","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=19 Ack=3521 Win=254 Len=0","0.042107000"
"98913","544.864274","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.354441000"
"98914","544.904817","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=19 Ack=3555 Win=254 Len=0","0.040543000"
"98989","549.915835","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.011018000"
"98993","549.969786","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=19 Ack=3589 Win=254 Len=0","0.053951000"
"99029","555.790899","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.821113000"
"99030","555.834294","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=19 Ack=3623 Win=253 Len=0","0.043395000"
"99099","560.917149","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.082855000"
"99101","560.967413","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=19 Ack=3657 Win=253 Len=0","0.050264000"
"99150","566.303555","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","5.336142000"
"99151","566.346764","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=19 Ack=3691 Win=253 Len=0","0.043209000"
"99188","572.432399","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","6.085635000"
"99189","572.483726","192.168.3.103","5.196.78.28","TCP","54","51332  >  1883 [ACK] Seq=19 Ack=3725 Win=253 Len=0","0.051327000"
"99224","577.428560","5.196.78.28","192.168.3.103","MQTT","88","Publish Message [esp32/felipe/dht]","4.944834000"
