"No.","Time","Source","Destination","Protocol","Length","Info","Intervalo"
"22","1.417741","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:51849, POST, coap://192.168.3.103/sensor","0.000000000"
"23","1.418535","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12391, 2.03 Valid","0.000794000"
"69","6.696064","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:44660, POST, coap://192.168.3.103/sensor","5.277529000"
"70","6.696705","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12392, 2.03 Valid","0.000641000"
"129","11.982145","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:17986, POST, coap://192.168.3.103/sensor","5.285440000"
"130","11.982722","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12393, 2.03 Valid","0.000577000"
"396","17.259004","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:15072, POST, coap://192.168.3.103/sensor","5.276282000"
"397","17.259612","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12394, 2.03 Valid","0.000608000"
"449","22.536544","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:16008, POST, coap://192.168.3.103/sensor","5.276932000"
"450","22.537216","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12395, 2.03 Valid","0.000672000"
"494","27.816673","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:31665, POST, coap://192.168.3.103/sensor","5.279457000"
"495","27.817372","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12396, 2.03 Valid","0.000699000"
"642","33.096545","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:61794, POST, coap://192.168.3.103/sensor","5.279173000"
"643","33.097229","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12397, 2.03 Valid","0.000684000"
"706","38.376741","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:24505, POST, coap://192.168.3.103/sensor","5.279512000"
"707","38.377363","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12398, 2.03 Valid","0.000622000"
"787","43.657456","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:44539, POST, coap://192.168.3.103/sensor","5.280093000"
"788","43.658236","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12399, 2.03 Valid","0.000780000"
"933","48.937564","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:15878, POST, coap://192.168.3.103/sensor","5.279328000"
"934","48.938284","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12400, 2.03 Valid","0.000720000"
"985","54.218836","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:42674, POST, coap://192.168.3.103/sensor","5.280552000"
"986","54.219432","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12401, 2.03 Valid","0.000596000"
"1046","59.499626","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:16884, POST, coap://192.168.3.103/sensor","5.280194000"
"1047","59.500277","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12402, 2.03 Valid","0.000651000"
"1121","64.781703","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:5368, POST, coap://192.168.3.103/sensor","5.281426000"
"1122","64.782311","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12403, 2.03 Valid","0.000608000"
"1160","70.058250","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:36479, POST, coap://192.168.3.103/sensor","5.275939000"
"1161","70.058884","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12404, 2.03 Valid","0.000634000"
"1205","75.337646","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:56916, POST, coap://192.168.3.103/sensor","5.278762000"
"1206","75.338367","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12405, 2.03 Valid","0.000721000"
"1246","80.620543","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:8726, POST, coap://192.168.3.103/sensor","5.282176000"
"1247","80.621163","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12406, 2.03 Valid","0.000620000"
"1305","85.898841","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:6990, POST, coap://192.168.3.103/sensor","5.277678000"
"1306","85.899456","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12407, 2.03 Valid","0.000615000"
"1378","91.179570","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:34524, POST, coap://192.168.3.103/sensor","5.280114000"
"1379","91.180225","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12408, 2.03 Valid","0.000655000"
"1472","96.461561","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:14287, POST, coap://192.168.3.103/sensor","5.281336000"
"1473","96.462357","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12409, 2.03 Valid","0.000796000"
"1518","101.741003","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:4229, POST, coap://192.168.3.103/sensor","5.278646000"
"1519","101.741694","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12410, 2.03 Valid","0.000691000"
"1556","107.018362","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:59969, POST, coap://192.168.3.103/sensor","5.276668000"
"1557","107.019126","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12411, 2.03 Valid","0.000764000"
"1610","112.299354","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:28239, POST, coap://192.168.3.103/sensor","5.280228000"
"1611","112.299955","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12412, 2.03 Valid","0.000601000"
"1697","117.582230","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:54453, POST, coap://192.168.3.103/sensor","5.282275000"
"1698","117.582908","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12413, 2.03 Valid","0.000678000"
"1744","122.859615","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:27249, POST, coap://192.168.3.103/sensor","5.276707000"
"1745","122.860253","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12414, 2.03 Valid","0.000638000"
"1890","128.141681","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:20215, POST, coap://192.168.3.103/sensor","5.281428000"
"1891","128.142379","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12415, 2.03 Valid","0.000698000"
"1930","133.418213","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:39559, POST, coap://192.168.3.103/sensor","5.275834000"
"1931","133.418888","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12416, 2.03 Valid","0.000675000"
"2007","138.704622","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:58051, POST, coap://192.168.3.103/sensor","5.285734000"
"2008","138.705223","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12417, 2.03 Valid","0.000601000"
"2068","143.981852","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:4345, POST, coap://192.168.3.103/sensor","5.276629000"
"2069","143.982544","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12418, 2.03 Valid","0.000692000"
"2110","149.261723","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:49227, POST, coap://192.168.3.103/sensor","5.279179000"
"2111","149.262420","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12419, 2.03 Valid","0.000697000"
"2237","154.540120","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:35338, POST, coap://192.168.3.103/sensor","5.277700000"
"2238","154.540735","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12420, 2.03 Valid","0.000615000"
"2291","159.824444","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:56487, POST, coap://192.168.3.103/sensor","5.283709000"
"2292","159.825038","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12421, 2.03 Valid","0.000594000"
"2335","165.102164","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:42490, POST, coap://192.168.3.103/sensor","5.277126000"
"2336","165.102874","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12422, 2.03 Valid","0.000710000"
"2376","170.380631","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:25153, POST, coap://192.168.3.103/sensor","5.277757000"
"2377","170.381271","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12423, 2.03 Valid","0.000640000"
"2413","175.665867","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:27529, POST, coap://192.168.3.103/sensor","5.284596000"
"2414","175.666510","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12424, 2.03 Valid","0.000643000"
"2458","180.943677","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:27408, POST, coap://192.168.3.103/sensor","5.277167000"
"2459","180.944381","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12425, 2.03 Valid","0.000704000"
"2508","186.232689","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:64684, POST, coap://192.168.3.103/sensor","5.288308000"
"2509","186.233392","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12426, 2.03 Valid","0.000703000"
"2545","191.503407","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:20310, POST, coap://192.168.3.103/sensor","5.270015000"
"2546","191.504195","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12427, 2.03 Valid","0.000788000"
"2651","196.781233","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:65302, POST, coap://192.168.3.103/sensor","5.277038000"
"2652","196.781825","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12428, 2.03 Valid","0.000592000"
"2701","202.068254","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:16498, POST, coap://192.168.3.103/sensor","5.286429000"
"2702","202.069007","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12429, 2.03 Valid","0.000753000"
"2759","207.345584","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:38618, POST, coap://192.168.3.103/sensor","5.276577000"
"2760","207.346156","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12430, 2.03 Valid","0.000572000"
"2801","212.623368","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63186, POST, coap://192.168.3.103/sensor","5.277212000"
"2802","212.624047","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12431, 2.03 Valid","0.000679000"
"2891","217.903023","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:37952, POST, coap://192.168.3.103/sensor","5.278976000"
"2892","217.903685","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12432, 2.03 Valid","0.000662000"
"3028","223.187583","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:39784, POST, coap://192.168.3.103/sensor","5.283898000"
"3029","223.188248","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12433, 2.03 Valid","0.000665000"
"3084","228.462578","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:2453, POST, coap://192.168.3.103/sensor","5.274330000"
"3085","228.463256","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12434, 2.03 Valid","0.000678000"
"4008","233.743978","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63623, POST, coap://192.168.3.103/sensor","5.280722000"
"4009","233.744681","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12435, 2.03 Valid","0.000703000"
"4330","239.021639","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:30891, POST, coap://192.168.3.103/sensor","5.276958000"
"4331","239.022223","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12436, 2.03 Valid","0.000584000"
"4626","244.303273","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:29971, POST, coap://192.168.3.103/sensor","5.281050000"
"4627","244.303969","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12437, 2.03 Valid","0.000696000"
"4894","249.590282","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:26697, POST, coap://192.168.3.103/sensor","5.286313000"
"4895","249.590897","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12438, 2.03 Valid","0.000615000"
"5239","254.872947","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:38046, POST, coap://192.168.3.103/sensor","5.282050000"
"5240","254.873805","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12439, 2.03 Valid","0.000858000"
"5570","260.142537","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:33541, POST, coap://192.168.3.103/sensor","5.268732000"
"5571","260.143349","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12440, 2.03 Valid","0.000812000"
"5644","265.421402","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:34972, POST, coap://192.168.3.103/sensor","5.278053000"
"5645","265.422185","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12441, 2.03 Valid","0.000783000"
"5688","270.703398","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:9012, POST, coap://192.168.3.103/sensor","5.281213000"
"5689","270.704180","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12442, 2.03 Valid","0.000782000"
"5742","275.983519","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:13145, POST, coap://192.168.3.103/sensor","5.279339000"
"5743","275.984308","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12443, 2.03 Valid","0.000789000"
"5797","281.261572","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:12, POST, coap://192.168.3.103/sensor","5.277264000"
"5798","281.262333","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12444, 2.03 Valid","0.000761000"
"5864","286.548591","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:7342, POST, coap://192.168.3.103/sensor","5.286258000"
"5865","286.549432","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12445, 2.03 Valid","0.000841000"
"5913","291.821759","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:50995, POST, coap://192.168.3.103/sensor","5.272327000"
"5914","291.822494","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12446, 2.03 Valid","0.000735000"
"5977","297.102128","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:35709, POST, coap://192.168.3.103/sensor","5.279634000"
"5978","297.102903","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12447, 2.03 Valid","0.000775000"
"6073","302.381962","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:35108, POST, coap://192.168.3.103/sensor","5.279059000"
"6074","302.382716","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12448, 2.03 Valid","0.000754000"
"6125","307.664254","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:65438, POST, coap://192.168.3.103/sensor","5.281538000"
"6126","307.665062","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12449, 2.03 Valid","0.000808000"
"6329","312.942263","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:13609, POST, coap://192.168.3.103/sensor","5.277201000"
"6330","312.942958","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12450, 2.03 Valid","0.000695000"
"6613","318.241252","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:3417, POST, coap://192.168.3.103/sensor","5.298294000"
"6614","318.242027","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12451, 2.03 Valid","0.000775000"
"8144","323.506281","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:15775, POST, coap://192.168.3.103/sensor","5.264254000"
"8145","323.506998","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12452, 2.03 Valid","0.000717000"
"8452","328.782354","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:49657, POST, coap://192.168.3.103/sensor","5.275356000"
"8453","328.783129","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12453, 2.03 Valid","0.000775000"
"8516","334.062512","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:32186, POST, coap://192.168.3.103/sensor","5.279383000"
"8517","334.063205","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12454, 2.03 Valid","0.000693000"
"8563","339.345924","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:31523, POST, coap://192.168.3.103/sensor","5.282719000"
"8564","339.346641","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12455, 2.03 Valid","0.000717000"
"8612","344.623565","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:40130, POST, coap://192.168.3.103/sensor","5.276924000"
"8613","344.624512","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12456, 2.03 Valid","0.000947000"
"8916","349.904039","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:13878, POST, coap://192.168.3.103/sensor","5.279527000"
"8920","349.904816","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12457, 2.03 Valid","0.000777000"
"8975","355.184897","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:4645, POST, coap://192.168.3.103/sensor","5.280081000"
"8976","355.185668","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12458, 2.03 Valid","0.000771000"
"9031","360.465555","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:62408, POST, coap://192.168.3.103/sensor","5.279887000"
"9032","360.466347","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12459, 2.03 Valid","0.000792000"
"9106","365.745351","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:37407, POST, coap://192.168.3.103/sensor","5.279004000"
"9107","365.746145","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12460, 2.03 Valid","0.000794000"
"9170","371.024426","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:51178, POST, coap://192.168.3.103/sensor","5.278281000"
"9171","371.025175","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12461, 2.03 Valid","0.000749000"
"9217","376.304096","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:40858, POST, coap://192.168.3.103/sensor","5.278921000"
"9218","376.304807","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12462, 2.03 Valid","0.000711000"
"9256","381.584140","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:20957, POST, coap://192.168.3.103/sensor","5.279333000"
"9257","381.584926","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12463, 2.03 Valid","0.000786000"
"9366","386.867054","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:33150, POST, coap://192.168.3.103/sensor","5.282128000"
"9367","386.867756","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12464, 2.03 Valid","0.000702000"
"9412","392.145402","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:46725, POST, coap://192.168.3.103/sensor","5.277646000"
"9413","392.146173","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12465, 2.03 Valid","0.000771000"
"9467","397.425313","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:27112, POST, coap://192.168.3.103/sensor","5.279140000"
"9468","397.426042","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12466, 2.03 Valid","0.000729000"
"9513","402.704870","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:60633, POST, coap://192.168.3.103/sensor","5.278828000"
"9514","402.705583","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12467, 2.03 Valid","0.000713000"
"9620","407.984954","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:54441, POST, coap://192.168.3.103/sensor","5.279371000"
"9621","407.985746","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12468, 2.03 Valid","0.000792000"
"9726","413.267693","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:24225, POST, coap://192.168.3.103/sensor","5.281947000"
"9727","413.268529","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12469, 2.03 Valid","0.000836000"
"9788","418.547318","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:8635, POST, coap://192.168.3.103/sensor","5.278789000"
"9789","418.548092","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12470, 2.03 Valid","0.000774000"
"9835","423.827261","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:48075, POST, coap://192.168.3.103/sensor","5.279169000"
"9836","423.828117","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12471, 2.03 Valid","0.000856000"
"9881","429.107859","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:25487, POST, coap://192.168.3.103/sensor","5.279742000"
"9882","429.108586","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12472, 2.03 Valid","0.000727000"
"9923","434.384811","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:4118, POST, coap://192.168.3.103/sensor","5.276225000"
"9924","434.385597","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12473, 2.03 Valid","0.000786000"
"10017","439.666587","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:29101, POST, coap://192.168.3.103/sensor","5.280990000"
"10018","439.667350","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12474, 2.03 Valid","0.000763000"
"10081","444.946217","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:22109, POST, coap://192.168.3.103/sensor","5.278867000"
"10082","444.946992","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12475, 2.03 Valid","0.000775000"
"10225","450.225324","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:44050, POST, coap://192.168.3.103/sensor","5.278332000"
"10226","450.226106","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12476, 2.03 Valid","0.000782000"
"10312","455.508152","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:58255, POST, coap://192.168.3.103/sensor","5.282046000"
"10313","455.508933","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12477, 2.03 Valid","0.000781000"
"10364","460.785079","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:51363, POST, coap://192.168.3.103/sensor","5.276146000"
"10365","460.785906","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12478, 2.03 Valid","0.000827000"
"10399","466.069028","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:32493, POST, coap://192.168.3.103/sensor","5.283122000"
"10400","466.069721","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12479, 2.03 Valid","0.000693000"
"10459","471.346875","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63889, POST, coap://192.168.3.103/sensor","5.277154000"
"10460","471.347631","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12480, 2.03 Valid","0.000756000"
"10546","476.625225","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:18771, POST, coap://192.168.3.103/sensor","5.277594000"
"10547","476.626041","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12481, 2.03 Valid","0.000816000"
"10617","481.906415","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:10561, POST, coap://192.168.3.103/sensor","5.280374000"
"10618","481.907197","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12482, 2.03 Valid","0.000782000"
"10671","487.189127","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:9897, POST, coap://192.168.3.103/sensor","5.281930000"
"10672","487.190031","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12483, 2.03 Valid","0.000904000"
"10708","492.465208","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:39117, POST, coap://192.168.3.103/sensor","5.275177000"
"10709","492.465985","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12484, 2.03 Valid","0.000777000"
"10744","497.745379","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:55619, POST, coap://192.168.3.103/sensor","5.279394000"
"10745","497.746126","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12485, 2.03 Valid","0.000747000"
"10874","503.025697","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:10914, POST, coap://192.168.3.103/sensor","5.279571000"
"10875","503.026528","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12486, 2.03 Valid","0.000831000"
"10939","508.304354","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:12927, POST, coap://192.168.3.103/sensor","5.277826000"
"10940","508.305191","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12487, 2.03 Valid","0.000837000"
"11009","513.589668","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:49458, POST, coap://192.168.3.103/sensor","5.284477000"
"11010","513.590377","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12488, 2.03 Valid","0.000709000"
"11059","518.865489","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:38991, POST, coap://192.168.3.103/sensor","5.275112000"
"11060","518.866283","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12489, 2.03 Valid","0.000794000"
"11117","524.144699","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:59398, POST, coap://192.168.3.103/sensor","5.278416000"
"11118","524.145469","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12490, 2.03 Valid","0.000770000"
"11168","529.430012","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:56893, POST, coap://192.168.3.103/sensor","5.284543000"
"11169","529.430731","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12491, 2.03 Valid","0.000719000"
"11216","534.707106","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:51974, POST, coap://192.168.3.103/sensor","5.276375000"
"11217","534.707930","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12492, 2.03 Valid","0.000824000"
"11255","539.989272","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:35527, POST, coap://192.168.3.103/sensor","5.281342000"
"11256","539.990061","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12493, 2.03 Valid","0.000789000"
"11298","545.269787","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:61681, POST, coap://192.168.3.103/sensor","5.279726000"
"11299","545.270539","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12494, 2.03 Valid","0.000752000"
"11341","550.557664","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:33327, POST, coap://192.168.3.103/sensor","5.287125000"
"11342","550.558427","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12495, 2.03 Valid","0.000763000"
"11383","555.832725","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:46887, POST, coap://192.168.3.103/sensor","5.274298000"
"11384","555.833599","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12496, 2.03 Valid","0.000874000"
"11481","561.106537","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:33994, POST, coap://192.168.3.103/sensor","5.272938000"
"11482","561.107323","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12497, 2.03 Valid","0.000786000"
"11572","566.386649","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:56090, POST, coap://192.168.3.103/sensor","5.279326000"
"11573","566.387412","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12498, 2.03 Valid","0.000763000"
"11632","571.668301","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:41824, POST, coap://192.168.3.103/sensor","5.280889000"
"11633","571.669095","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12499, 2.03 Valid","0.000794000"
"11707","576.949296","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:1523, POST, coap://192.168.3.103/sensor","5.280201000"
"11708","576.949990","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12500, 2.03 Valid","0.000694000"
"12009","582.227012","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:29566, POST, coap://192.168.3.103/sensor","5.277022000"
"12010","582.227787","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12501, 2.03 Valid","0.000775000"
"12068","587.506556","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:57007, POST, coap://192.168.3.103/sensor","5.278769000"
"12069","587.507369","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12502, 2.03 Valid","0.000813000"
"12121","592.787822","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:9680, POST, coap://192.168.3.103/sensor","5.280453000"
"12122","592.788613","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:12503, 2.03 Valid","0.000791000"
"12157","598.066744","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:22588, POST, coap://192.168.3.103/sensor","5.278131000"
