"No.","Time","Source","Destination","Protocol","Length","Info","Intervalo"
"16315","1202.028893","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63773, POST, coap://192.168.3.103/sensor","5.276104000"
"16316","1202.029712","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49228, 2.03 Valid","0.000819000"
"16344","1207.308792","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:56470, POST, coap://192.168.3.103/sensor","5.279080000"
"16345","1207.309617","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49229, 2.03 Valid","0.000825000"
"16380","1212.591290","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:36648, POST, coap://192.168.3.103/sensor","5.281673000"
"16381","1212.592140","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49230, 2.03 Valid","0.000850000"
"16438","1217.869099","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:38474, POST, coap://192.168.3.103/sensor","5.276959000"
"16439","1217.869905","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49231, 2.03 Valid","0.000806000"
"16502","1223.152584","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:658, POST, coap://192.168.3.103/sensor","5.282679000"
"16503","1223.153450","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49232, 2.03 Valid","0.000866000"
"16590","1228.429717","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:650, POST, coap://192.168.3.103/sensor","5.276267000"
"16591","1228.430496","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49233, 2.03 Valid","0.000779000"
"16659","1233.711584","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:33455, POST, coap://192.168.3.103/sensor","5.281088000"
"16660","1233.712280","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49234, 2.03 Valid","0.000696000"
"16703","1238.992017","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:128, POST, coap://192.168.3.103/sensor","5.279737000"
"16704","1238.992826","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49235, 2.03 Valid","0.000809000"
"16731","1244.269132","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:12881, POST, coap://192.168.3.103/sensor","5.276306000"
"16732","1244.269945","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49236, 2.03 Valid","0.000813000"
"16755","1249.550870","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:47107, POST, coap://192.168.3.103/sensor","5.280925000"
"16756","1249.551676","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49237, 2.03 Valid","0.000806000"
"16869","1254.833278","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:54286, POST, coap://192.168.3.103/sensor","5.281602000"
"16870","1254.834063","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49238, 2.03 Valid","0.000785000"
"16941","1260.111256","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:18224, POST, coap://192.168.3.103/sensor","5.277193000"
"16942","1260.112066","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49239, 2.03 Valid","0.000810000"
"16967","1265.392684","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:3392, POST, coap://192.168.3.103/sensor","5.280618000"
"16968","1265.393490","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49240, 2.03 Valid","0.000806000"
"16995","1270.672123","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63629, POST, coap://192.168.3.103/sensor","5.278633000"
"16996","1270.672939","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49241, 2.03 Valid","0.000816000"
"17094","1275.950563","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:22592, POST, coap://192.168.3.103/sensor","5.277624000"
"17095","1275.951351","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49242, 2.03 Valid","0.000788000"
"17152","1281.230314","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:40056, POST, coap://192.168.3.103/sensor","5.278963000"
"17153","1281.231099","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49243, 2.03 Valid","0.000785000"
"17179","1286.510295","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:36798, POST, coap://192.168.3.103/sensor","5.279196000"
"17180","1286.511183","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49244, 2.03 Valid","0.000888000"
"17261","1291.800100","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:20388, POST, coap://192.168.3.103/sensor","5.288917000"
"17262","1291.800873","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49245, 2.03 Valid","0.000773000"
"17310","1297.073142","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:22593, POST, coap://192.168.3.103/sensor","5.272269000"
"17311","1297.073891","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49246, 2.03 Valid","0.000749000"
"17372","1302.367988","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:45986, POST, coap://192.168.3.103/sensor","5.294097000"
"17373","1302.368771","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49247, 2.03 Valid","0.000783000"
"17403","1307.633086","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:28146, POST, coap://192.168.3.103/sensor","5.264315000"
"17405","1307.633902","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49248, 2.03 Valid","0.000816000"
"17435","1312.911964","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:13298, POST, coap://192.168.3.103/sensor","5.278062000"
"17436","1312.912764","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49249, 2.03 Valid","0.000800000"
"17470","1318.191831","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:3826, POST, coap://192.168.3.103/sensor","5.279067000"
"17471","1318.192643","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49250, 2.03 Valid","0.000812000"
"17505","1323.470757","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:15379, POST, coap://192.168.3.103/sensor","5.278114000"
"17506","1323.471561","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49251, 2.03 Valid","0.000804000"
"17537","1328.750006","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:5287, POST, coap://192.168.3.103/sensor","5.278445000"
"17538","1328.750813","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49252, 2.03 Valid","0.000807000"
"17583","1334.031714","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:6672, POST, coap://192.168.3.103/sensor","5.280901000"
"17584","1334.032508","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49253, 2.03 Valid","0.000794000"
"17627","1339.309785","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:18811, POST, coap://192.168.3.103/sensor","5.277277000"
"17628","1339.310598","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49254, 2.03 Valid","0.000813000"
"17683","1344.592566","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:21824, POST, coap://192.168.3.103/sensor","5.281968000"
"17684","1344.593372","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49255, 2.03 Valid","0.000806000"
"17729","1349.870246","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:64178, POST, coap://192.168.3.103/sensor","5.276874000"
"17730","1349.871081","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49256, 2.03 Valid","0.000835000"
"17777","1355.154891","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:44121, POST, coap://192.168.3.103/sensor","5.283810000"
"17778","1355.155597","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49257, 2.03 Valid","0.000706000"
"17814","1360.432064","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:50273, POST, coap://192.168.3.103/sensor","5.276467000"
"17815","1360.432860","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49258, 2.03 Valid","0.000796000"
"17858","1365.710946","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63559, POST, coap://192.168.3.103/sensor","5.278086000"
"17859","1365.711808","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49259, 2.03 Valid","0.000862000"
"17886","1370.991936","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:56879, POST, coap://192.168.3.103/sensor","5.280128000"
"17887","1370.992836","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49260, 2.03 Valid","0.000900000"
"17936","1376.270236","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:25731, POST, coap://192.168.3.103/sensor","5.277400000"
"17937","1376.270986","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49261, 2.03 Valid","0.000750000"
"17975","1381.550976","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:36692, POST, coap://192.168.3.103/sensor","5.279990000"
"17976","1381.551783","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49262, 2.03 Valid","0.000807000"
"18010","1386.831656","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:56072, POST, coap://192.168.3.103/sensor","5.279873000"
"18011","1386.832456","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49263, 2.03 Valid","0.000800000"
"18040","1392.111416","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:25758, POST, coap://192.168.3.103/sensor","5.278960000"
"18041","1392.112217","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49264, 2.03 Valid","0.000801000"
"18075","1397.448704","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:51353, POST, coap://192.168.3.103/sensor","5.336487000"
"18076","1397.449545","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49265, 2.03 Valid","0.000841000"
"18109","1402.669717","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:44731, POST, coap://192.168.3.103/sensor","5.220172000"
"18110","1402.670519","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49266, 2.03 Valid","0.000802000"
"18147","1408.010821","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:1650, POST, coap://192.168.3.103/sensor","5.340302000"
"18148","1408.011582","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49267, 2.03 Valid","0.000761000"
"18193","1413.229522","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63278, POST, coap://192.168.3.103/sensor","5.217940000"
"18194","1413.230331","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49268, 2.03 Valid","0.000809000"
"18233","1418.511127","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:22246, POST, coap://192.168.3.103/sensor","5.280796000"
"18234","1418.511940","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49269, 2.03 Valid","0.000813000"
"18349","1423.788820","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:25483, POST, coap://192.168.3.103/sensor","5.276880000"
"18350","1423.789533","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49270, 2.03 Valid","0.000713000"
"18386","1429.092265","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:41801, POST, coap://192.168.3.103/sensor","5.302732000"
"18387","1429.093114","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49271, 2.03 Valid","0.000849000"
"18424","1434.348808","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:61306, POST, coap://192.168.3.103/sensor","5.255694000"
"18425","1434.349605","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49272, 2.03 Valid","0.000797000"
"18466","1439.628965","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:17632, POST, coap://192.168.3.103/sensor","5.279360000"
"18467","1439.629767","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49273, 2.03 Valid","0.000802000"
"18529","1444.929797","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:13360, POST, coap://192.168.3.103/sensor","5.300030000"
"18530","1444.930639","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49274, 2.03 Valid","0.000842000"
"18560","1450.193013","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:15353, POST, coap://192.168.3.103/sensor","5.262374000"
"18561","1450.193828","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49275, 2.03 Valid","0.000815000"
"18597","1455.475339","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:48940, POST, coap://192.168.3.103/sensor","5.281511000"
"18598","1455.476148","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49276, 2.03 Valid","0.000809000"
"18631","1460.758314","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:31682, POST, coap://192.168.3.103/sensor","5.282166000"
"18632","1460.759116","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49277, 2.03 Valid","0.000802000"
"18665","1466.030735","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:33087, POST, coap://192.168.3.103/sensor","5.271619000"
"18666","1466.031535","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49278, 2.03 Valid","0.000800000"
"18704","1471.310968","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:20160, POST, coap://192.168.3.103/sensor","5.279433000"
"18705","1471.311740","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49279, 2.03 Valid","0.000772000"
"18745","1476.593734","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:22978, POST, coap://192.168.3.103/sensor","5.281994000"
"18746","1476.594554","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49280, 2.03 Valid","0.000820000"
"18821","1481.875357","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:2292, POST, coap://192.168.3.103/sensor","5.280803000"
"18822","1481.876177","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49281, 2.03 Valid","0.000820000"
"18858","1487.156496","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:10245, POST, coap://192.168.3.103/sensor","5.280319000"
"18859","1487.157255","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49282, 2.03 Valid","0.000759000"
"18931","1492.431160","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63452, POST, coap://192.168.3.103/sensor","5.273905000"
"18932","1492.431978","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49283, 2.03 Valid","0.000818000"
"18970","1497.710854","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:56666, POST, coap://192.168.3.103/sensor","5.278876000"
"18971","1497.711699","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49284, 2.03 Valid","0.000845000"
"18997","1502.990854","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:48336, POST, coap://192.168.3.103/sensor","5.279155000"
"18998","1502.991713","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49285, 2.03 Valid","0.000859000"
"19025","1508.270740","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:31806, POST, coap://192.168.3.103/sensor","5.279027000"
"19026","1508.271576","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49286, 2.03 Valid","0.000836000"
"19053","1513.550339","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:15597, POST, coap://192.168.3.103/sensor","5.278763000"
"19054","1513.551245","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49287, 2.03 Valid","0.000906000"
"19099","1518.830783","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:35051, POST, coap://192.168.3.103/sensor","5.279538000"
"19100","1518.831763","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49288, 2.03 Valid","0.000980000"
"19149","1524.113840","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:36123, POST, coap://192.168.3.103/sensor","5.282077000"
"19150","1524.114622","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49289, 2.03 Valid","0.000782000"
"19201","1529.390491","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:33579, POST, coap://192.168.3.103/sensor","5.275869000"
"19202","1529.391280","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49290, 2.03 Valid","0.000789000"
"19305","1534.671685","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:27247, POST, coap://192.168.3.103/sensor","5.280405000"
"19306","1534.672474","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49291, 2.03 Valid","0.000789000"
"19369","1539.950796","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:49427, POST, coap://192.168.3.103/sensor","5.278322000"
"19370","1539.951595","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49292, 2.03 Valid","0.000799000"
"19412","1545.232478","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:1165, POST, coap://192.168.3.103/sensor","5.280883000"
"19413","1545.233272","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49293, 2.03 Valid","0.000794000"
"19445","1550.512452","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:6661, POST, coap://192.168.3.103/sensor","5.279180000"
"19446","1550.513265","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49294, 2.03 Valid","0.000813000"
"19479","1555.790656","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:58175, POST, coap://192.168.3.103/sensor","5.277391000"
"19480","1555.791450","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49295, 2.03 Valid","0.000794000"
"19520","1561.071046","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:61198, POST, coap://192.168.3.103/sensor","5.279596000"
"19521","1561.071890","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49296, 2.03 Valid","0.000844000"
"19553","1566.351093","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:20245, POST, coap://192.168.3.103/sensor","5.279203000"
"19554","1566.351913","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49297, 2.03 Valid","0.000820000"
"19585","1571.631204","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:44066, POST, coap://192.168.3.103/sensor","5.279291000"
"19586","1571.632122","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49298, 2.03 Valid","0.000918000"
"19623","1576.910209","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:41119, POST, coap://192.168.3.103/sensor","5.278087000"
"19624","1576.910969","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49299, 2.03 Valid","0.000760000"
"19655","1582.190349","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:53377, POST, coap://192.168.3.103/sensor","5.279380000"
"19656","1582.191154","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49300, 2.03 Valid","0.000805000"
"19689","1587.469852","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:54657, POST, coap://192.168.3.103/sensor","5.278698000"
"19690","1587.470634","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49301, 2.03 Valid","0.000782000"
"19731","1592.752154","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:64790, POST, coap://192.168.3.103/sensor","5.281520000"
"19732","1592.752966","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49302, 2.03 Valid","0.000812000"
"19778","1598.032207","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:57637, POST, coap://192.168.3.103/sensor","5.279241000"
"19779","1598.033037","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49303, 2.03 Valid","0.000830000"
"19816","1603.314925","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:7065, POST, coap://192.168.3.103/sensor","5.281888000"
"19817","1603.315694","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49304, 2.03 Valid","0.000769000"
"19851","1608.591016","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:3606, POST, coap://192.168.3.103/sensor","5.275322000"
"19852","1608.591850","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49305, 2.03 Valid","0.000834000"
"19898","1613.871523","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:58932, POST, coap://192.168.3.103/sensor","5.279673000"
"19899","1613.872308","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49306, 2.03 Valid","0.000785000"
"19935","1619.154814","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:8284, POST, coap://192.168.3.103/sensor","5.282506000"
"19936","1619.155582","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49307, 2.03 Valid","0.000768000"
"20000","1624.430338","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:26148, POST, coap://192.168.3.103/sensor","5.274756000"
"20001","1624.431202","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49308, 2.03 Valid","0.000864000"
"20045","1629.713470","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:14307, POST, coap://192.168.3.103/sensor","5.282268000"
"20046","1629.714254","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49309, 2.03 Valid","0.000784000"
"20077","1634.990177","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:13904, POST, coap://192.168.3.103/sensor","5.275923000"
"20078","1634.990970","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49310, 2.03 Valid","0.000793000"
"20130","1640.274502","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:24014, POST, coap://192.168.3.103/sensor","5.283532000"
"20131","1640.275236","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49311, 2.03 Valid","0.000734000"
"20195","1645.551833","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:4805, POST, coap://192.168.3.103/sensor","5.276597000"
"20196","1645.552602","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49312, 2.03 Valid","0.000769000"
"20242","1650.832121","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:58156, POST, coap://192.168.3.103/sensor","5.279519000"
"20243","1650.832966","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49313, 2.03 Valid","0.000845000"
"20299","1656.112291","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:59764, POST, coap://192.168.3.103/sensor","5.279325000"
"20300","1656.113155","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49314, 2.03 Valid","0.000864000"
"20343","1661.390684","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:46144, POST, coap://192.168.3.103/sensor","5.277529000"
"20344","1661.391557","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49315, 2.03 Valid","0.000873000"
"20386","1666.672377","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:19153, POST, coap://192.168.3.103/sensor","5.280820000"
"20387","1666.673163","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49316, 2.03 Valid","0.000786000"
"20672","1671.950982","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:59909, POST, coap://192.168.3.103/sensor","5.277819000"
"20673","1671.951816","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49317, 2.03 Valid","0.000834000"
"20767","1677.242025","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:12059, POST, coap://192.168.3.103/sensor","5.290209000"
"20768","1677.242941","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49318, 2.03 Valid","0.000916000"
"20796","1682.511907","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:16518, POST, coap://192.168.3.103/sensor","5.268966000"
"20797","1682.512713","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49319, 2.03 Valid","0.000806000"
"20826","1687.794343","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:46709, POST, coap://192.168.3.103/sensor","5.281630000"
"20827","1687.795077","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49320, 2.03 Valid","0.000734000"
"20866","1693.073176","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:45698, POST, coap://192.168.3.103/sensor","5.278099000"
"20867","1693.073995","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49321, 2.03 Valid","0.000819000"
"20967","1698.352491","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:63917, POST, coap://192.168.3.103/sensor","5.278496000"
"20968","1698.353300","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49322, 2.03 Valid","0.000809000"
"20999","1703.631565","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:42228, POST, coap://192.168.3.103/sensor","5.278265000"
"21000","1703.632404","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49323, 2.03 Valid","0.000839000"
"21047","1708.916027","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:10541, POST, coap://192.168.3.103/sensor","5.283623000"
"21048","1708.916855","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49324, 2.03 Valid","0.000828000"
"21113","1714.192680","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:64752, POST, coap://192.168.3.103/sensor","5.275825000"
"21114","1714.193486","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49325, 2.03 Valid","0.000806000"
"21245","1719.472253","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:47481, POST, coap://192.168.3.103/sensor","5.278767000"
"21246","1719.473112","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49326, 2.03 Valid","0.000859000"
"21353","1724.755689","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:15099, POST, coap://192.168.3.103/sensor","5.282577000"
"21354","1724.756495","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49327, 2.03 Valid","0.000806000"
"21387","1730.030726","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:30424, POST, coap://192.168.3.103/sensor","5.274231000"
"21388","1730.031588","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49328, 2.03 Valid","0.000862000"
"21441","1735.311677","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:43432, POST, coap://192.168.3.103/sensor","5.280089000"
"21442","1735.312483","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49329, 2.03 Valid","0.000806000"
"21481","1740.593231","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:55685, POST, coap://192.168.3.103/sensor","5.280748000"
"21482","1740.594057","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49330, 2.03 Valid","0.000826000"
"21532","1745.870480","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:34197, POST, coap://192.168.3.103/sensor","5.276423000"
"21533","1745.871298","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49331, 2.03 Valid","0.000818000"
"21571","1751.152165","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:2900, POST, coap://192.168.3.103/sensor","5.280867000"
"21572","1751.152985","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49332, 2.03 Valid","0.000820000"
"21604","1756.430831","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:21756, POST, coap://192.168.3.103/sensor","5.277846000"
"21605","1756.431669","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49333, 2.03 Valid","0.000838000"
"21661","1761.710103","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:21659, POST, coap://192.168.3.103/sensor","5.278434000"
"21662","1761.710895","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49334, 2.03 Valid","0.000792000"
"21696","1766.990566","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:12189, POST, coap://192.168.3.103/sensor","5.279671000"
"21697","1766.991373","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49335, 2.03 Valid","0.000807000"
"21765","1772.273340","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:11810, POST, coap://192.168.3.103/sensor","5.281967000"
"21766","1772.274201","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49336, 2.03 Valid","0.000861000"
"21826","1777.554566","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:28456, POST, coap://192.168.3.103/sensor","5.280365000"
"21827","1777.555344","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49337, 2.03 Valid","0.000778000"
"21873","1782.831436","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:9898, POST, coap://192.168.3.103/sensor","5.276092000"
"21874","1782.832236","192.168.3.103","192.168.3.116","CoAP","46","NON, MID:49338, 2.03 Valid","0.000800000"
"21916","1788.113356","192.168.3.116","192.168.3.103","CoAP","83","NON, MID:51876, POST, coap://192.168.3.103/sensor","5.281120000"
